0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0.312243	0.58034	0.862916	0.534212
0.833164	0.534226	3.82037	2.57524	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	1.17385	0.481073	0.969149	0.397513
1.14187	0.662304	3.82699	2.57369	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	1.65063	0.62469	1.62331	0.499091
1.28173	0.562957	3.99781	1.70827	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	2.18882	0.648739	1.96701	0.557117
1.54988	0.648321	4.01929	1.70806	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	2.65526	0.66598	2.92034	0.645898
1.77191	0.635823	4.40211	1.52518	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	3.01222	0.637046	3.56096	0.485311
2.04748	0.711979	4.4341	1.52463	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	3.89365	0.311793	4.19786	0.698311
2.2653	0.704314	4.57183	1.36792	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	4.30935	0.578564	4.61908	0.68951
2.53032	0.772556	4.60168	1.367	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	4.35143	0.899174	5.20901	0.66599
2.78969	0.770468	4.76629	1.11624	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	5.51894	0.648233	5.22834	0.639362
3.02491	0.826023	4.76312	1.11461	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	6.022	0.708619	5.89392	0.373584
3.29397	0.745502	4.89188	0.686187	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	6.34249	0.948833	6.62134	0.836138
3.60214	0.779193	4.96747	0.682152	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	6.78214	0.714036	7.29121	0.630741
3.88521	0.785934	5.11055	0.886077	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	7.13735	0.957217	8.08349	0.819605
4.16925	0.82991	5.14789	0.883906	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	7.80533	0.719126	8.40453	0.884557
4.43075	0.814376	5.131	0.750445	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	8.24796	0.840322	8.45858	1.41118
4.63249	0.851959	5.05453	0.750852	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	8.74615	1.04858	9.8809	1.1419
4.885	0.818014	4.98624	0.605134	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	9.25579	1.04913	10.1016	1.52474
5.1957	0.848013	5.07546	0.603408	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	10.0484	1.44598	10.5377	1.72555
5.45643	0.809106	5.16127	0.649518	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	10.2492	1.45907	10.9084	1.70343
5.76292	0.841411	5.2335	0.648371	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	10.7313	1.45265	11.4783	1.42876
6.00031	0.713252	5.11209	0.29343	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	11.587	1.61462	11.4763	1.53917
6.26944	0.728208	5.1326	0.295335	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	11.7788	1.74591	12.136	2.14937
6.52117	0.782344	5.08565	0.628229	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	12.3226	1.78353	12.5457	1.77728
6.77649	0.813627	5.08725	0.627369	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	12.5924	2.17509	13.2198	2.6644
7.01711	0.773402	4.95789	0.394724	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	13.0875	2.40708	12.7087	3.12439
7.24522	0.793349	4.9274	0.396139	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	13.836	2.62479	13.8302	2.73893
7.54204	0.82054	5.11862	0.550341	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	14.2106	2.94205	14.5568	2.87021
7.79911	0.847892	5.12039	0.549229	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	14.4616	2.90734	14.6754	3.96041
8.04792	0.876251	5.01467	0.497927	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	15.0261	3.5067	15.3685	4.14761
8.29082	0.901069	5.00251	0.497403	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	15.5236	3.82936	15.7234	3.4105
8.56438	1.08479	5.15566	0.932493	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	15.9774	4.00094	16.3376	4.21632
8.81042	1.13131	5.13742	0.931779	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	16.3313	4.44499	16.7586	4.48231
9.1031	1.15557	5.20228	0.602711	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	16.6039	4.67344	16.9236	5.10119
9.34662	1.18553	5.17649	0.601533	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	16.9955	5.21099	17.3421	4.64623
9.62907	1.31409	5.22664	0.802323	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	17.2894	5.43542	17.6463	4.74597
9.9148	1.35433	5.26458	0.803114	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	17.7853	5.62476	17.9216	6.07151
10.1645	1.4918	5.12026	0.788601	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	18.1263	6.16985	18.1245	6.79027
10.3941	1.53114	5.07912	0.787979	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	18.2164	6.66138	18.4022	7.02231
10.628	1.60701	4.91428	0.709446	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	18.5422	6.76013	18.8089	7.24388
10.8517	1.64224	4.88007	0.707809	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	19.1441	7.18344	18.5479	7.4012
11.1226	1.60121	4.97027	0.626889	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	19.0138	7.8688	19.3089	7.67375
11.4045	1.63254	5.02211	0.626734	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	19.132	8.12845	19.0239	8.17194
11.6381	1.62759	4.95114	0.642741	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	19.347	8.30741	19.6843	8.35902
11.8691	1.65984	4.92547	0.643484	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	20.0039	8.8906	19.6061	9.48659
12.1307	1.83751	5.01163	0.934554	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	20.1574	9.45949	19.6163	9.76606
12.3722	1.88411	4.99754	0.933685	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	20.1573	9.90876	19.1911	11.5493
12.6333	1.8786	5.0771	0.741657	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	20.166	10.4687	19.6775	10.803
12.8416	1.91602	5.00631	0.743894	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	20.371	11.0109	19.4335	12.3402
13.1147	2.17599	5.11748	1.09882	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	20.3164	11.3483	19.2063	12.2418
13.3269	2.23115	5.04947	1.10034	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	20.6141	11.9422	19.966	11.9688
13.5094	2.53411	4.79383	1.10709	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	20.3263	12.4966	20.0192	12.4823
13.7625	2.58951	4.8147	1.1074	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	20.498	12.8924	20.9151	12.2555
13.9911	2.66666	4.77407	0.938211	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	20.1943	13.1688	19.858	13.5236
14.2268	2.71386	4.76945	0.940181	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	20.3245	13.8896	20.3387	13.5307
14.4884	2.79587	4.88883	1.01573	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	20.1216	14.337	19.6717	14.4038
14.6909	2.84673	4.82368	1.01626	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	19.781	14.773	20.1149	14.0165
14.9302	3.22451	4.85871	1.37884	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	20.0208	15.2053	20.0157	15.3443
15.1505	3.29373	4.82337	1.38068	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	19.9131	15.554	19.9388	15.0864
15.3738	3.58985	4.7222	1.24458	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	19.4748	16.0098	19.1556	16.0022
15.5965	3.65231	4.70146	1.24611	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	19.238	16.2719	19.4007	16.2962
15.826	3.61619	4.68798	1.00534	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	19.0029	16.8387	18.8373	17.7112
16.0476	3.66689	4.66805	1.00823	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	18.6148	17.3832	18.8177	17.0316
16.262	3.8687	4.54623	1.11894	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	18.1023	17.5529	18.2749	17.4877
16.465	3.92531	4.50825	1.12342	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	18.2094	18.0461	18.3021	17.498
16.6961	4.13355	4.52967	1.23793	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	17.9018	18.2183	18.8558	18.1364
16.8734	4.19606	4.45312	1.24206	16.6039	4.67344	16.613	4.5849	3.74	3.28438	17.3845	18.7039	17.7945	18.0801
17.0514	4.50433	4.22143	1.15899	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	17.1762	18.8863	16.9398	19.7311
17.2213	4.56311	4.15728	1.16458	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	16.5734	19.052	16.1674	20.2201
17.422	4.62628	4.13096	1.09665	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	16.2338	19.6171	16.4366	18.2742
17.5762	4.68208	4.04949	1.10315	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	15.9243	19.8703	16.2328	19.2166
17.7666	4.73811	4.00195	1.05505	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	15.4332	20.1836	14.3677	21.3406
17.9387	4.79193	3.95838	1.06224	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	15.2016	20.4385	14.7476	19.9571
18.1121	5.21525	3.85269	1.28126	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	14.6665	20.6088	13.841	21.0031
18.2772	5.28046	3.80983	1.28894	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	14.0521	20.5924	13.8232	20.859
18.4547	5.77885	3.79476	1.48116	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	13.4686	20.7253	13.8263	20.4261
18.5783	5.85394	3.69195	1.48814	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	13.1072	20.8294	13.2669	21.1579
18.7449	6.24925	3.65066	1.42133	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	12.8729	21.0592	11.5171	21.6724
18.868	6.32088	3.5581	1.42513	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	12.2062	21.11	12.3859	21.1066
19.0514	6.64676	3.63305	1.50753	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	11.6814	20.8651	11.5265	20.6748
19.2193	6.72273	3.61168	1.51151	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	11.363	21.0688	10.5558	20.5567
19.3473	6.96973	3.4548	1.32208	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	10.8903	20.927	9.30535	21.3896
