42.7664	14.8294	0	0	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.5875	14.9817	2.68718	1.03062	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3552	16.5367	2.82648	2.07913	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.411	16.3217	2.90161	1.14837	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1582	17.2889	2.61484	0.786044	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1199	17.4614	2.56905	0.98209	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6245	19.0538	2.44929	2.20249	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.6453	18.6383	2.62055	1.078	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7148	19.8929	3.45472	1.4312	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.5843	19.7681	2.80705	0.993088	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0415	21.0827	2.15722	1.63597	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
56.0537	20.8745	2.37994	0.997467	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6573	21.7847	2.79536	0.823014	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.6276	21.9308	2.67788	1.01501	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.8835	22.7923	1.8938	0.708023	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
