0.862916	0.534212	0.859997	0.600045
0.969149	0.397513	1.37996	0.600629
1.62331	0.499091	1.89982	0.60247
1.96701	0.557117	2.41954	0.606284
2.92034	0.645898	2.93904	0.612786
3.56096	0.485311	3.45825	0.622685
4.19786	0.698311	3.97708	0.636689
4.61908	0.68951	4.49542	0.655498
5.20901	0.66599	5.01315	0.679804
5.22834	0.639362	5.53013	0.710295
5.89392	0.373584	6.04618	0.747647
6.62134	0.836138	6.5611	0.792523
7.29121	0.630741	7.07469	0.845578
8.08349	0.819605	7.58668	0.907449
8.40453	0.884557	8.0968	0.978759
8.45858	1.41118	8.60472	1.06011
9.8809	1.1419	9.1101	1.15208
10.1016	1.52474	9.61255	1.25524
10.5377	1.72555	10.1117	1.37011
10.9084	1.70343	10.6069	1.49721
11.4783	1.42876	11.0979	1.637
11.4763	1.53917	11.584	1.78992
12.136	2.14937	12.0647	1.95639
12.5457	1.77728	12.5394	2.13677
13.2198	2.6644	13.0075	2.33137
12.7087	3.12439	13.4682	2.54047
13.8302	2.73893	13.9208	2.7643
14.5568	2.87021	14.3646	3.00303
14.6754	3.96041	14.7989	3.25679
15.3685	4.14761	15.2228	3.52563
15.7234	3.4105	15.6355	3.80957
16.3376	4.21632	16.0363	4.10854
16.7586	4.48231	16.4242	4.42242
16.9236	5.10119	16.7983	4.75103
17.3421	4.64623	17.1579	5.09409
17.6463	4.74597	17.5019	5.45128
17.9216	6.07151	17.8297	5.82221
18.1245	6.79027	18.1402	6.20641
18.4022	7.02231	18.4328	6.60333
18.8089	7.24388	18.7064	7.01237
18.5479	7.4012	18.9604	7.43283
19.3089	7.67375	19.1939	7.86397
19.0239	8.17194	19.4062	8.30497
19.6843	8.35902	19.5966	8.75494
19.6061	9.48659	19.7645	9.21294
19.6163	9.76606	19.9093	9.67795
19.1911	11.5493	20.0303	10.1489
19.6775	10.803	20.1271	10.6247
19.4335	12.3402	20.1993	11.1041
19.2063	12.2418	20.2466	11.5861
19.966	11.9688	20.2687	12.0692
20.0192	12.4823	20.2652	12.5522
20.9151	12.2555	20.2363	13.0339
19.858	13.5236	20.1818	13.5129
20.3387	13.5307	20.1017	13.9878
19.6717	14.4038	19.9962	14.4573
20.1149	14.0165	19.8655	14.9202
20.0157	15.3443	19.7099	15.3749
19.9388	15.0864	19.5298	15.8203
19.1556	16.0022	19.3257	16.2549
19.4007	16.2962	19.0981	16.6777
18.8373	17.7112	18.8477	17.0872
18.8177	17.0316	18.5752	17.4822
18.2749	17.4877	18.2814	17.8617
18.3021	17.498	17.9671	18.2246
18.8558	18.1364	17.6334	18.5697
17.7945	18.0801	17.281	18.8962
16.9398	19.7311	16.9113	19.203
16.1674	20.2201	16.5251	19.4894
16.4366	18.2742	16.1237	19.7545
16.2328	19.2166	15.7082	19.9978
14.3677	21.3406	15.2799	20.2185
14.7476	19.9571	14.84	20.4162
13.841	21.0031	14.3897	20.5904
13.8232	20.859	13.9304	20.7408
13.8263	20.4261	13.4632	20.8671
13.2669	21.1579	12.9895	20.969
11.5171	21.6724	12.5106	21.0465
12.3859	21.1066	12.0276	21.0996
11.5265	20.6748	11.5418	21.1283
10.5558	20.5567	11.0544	21.1327
9.30535	21.3896	10.5666	21.1131
9.97958	21.2932	10.0795	21.0697
9.38223	21.111	9.59422	21.0028
9.63392	20.9724	9.11177	20.9128
9.84634	20.009	8.63315	20.8003
8.29647	20.4978	8.1593	20.6657
8.29081	20.6565	7.69111	20.5096
7.09214	20.1196	7.22939	20.3326
6.89359	20.1536	6.7749	20.1352
6.67637	20.2142	6.32834	19.9183
5.28178	19.5036	5.89034	19.6824
5.9506	18.9859	5.46145	19.4284
5.87397	19.301	5.04219	19.157
3.98679	19.0452	4.63297	18.8689
4.69245	18.4634	4.23416	18.5648
3.42434	18.8357	3.84606	18.2457
4.3011	17.9267	3.46891	17.9122
2.65664	17.888	3.10287	17.565
3.26647	17.0897	2.74805	17.2051
2.55039	16.8884	2.4045	16.833
1.57735	16.0489	2.07221	16.4497
1.74362	16.2687	1.75112	16.0557
1.6097	15.5526	1.44111	15.6517
0.828993	15.528	1.14201	15.2386
1.03147	15.2134	0.853604	14.8169
0.722177	14.2445	0.575628	14.3872
-0.0328023	13.9604	0.307779	13.9502
0.0524412	13.6377	0.0497099	13.5065
