-1.12621	-1.6638	-4.70789	1.14153
-0.974441	-1.55402	-4.76702	0.897694
-0.952942	-1.79321	-4.81358	0.653175
-1.1347	-1.93363	-4.84773	0.408778
-1.17593	-2.10924	-4.86971	0.165281
-1.19152	-2.3204	-4.87982	-0.076565
-0.925044	-2.12634	-4.8784	-0.31604
-1.14489	-2.44283	-4.86585	-0.552463
-0.954189	-2.14703	-4.84262	-0.785189
-1.18928	-2.58897	-4.80919	-1.01362
-1.32371	-2.68994	-4.76608	-1.2372
-1.20215	-2.97011	-4.71387	-1.45542
-1.30833	-3.25969	-4.65313	-1.66781
-1.10566	-3.13663	-4.58448	-1.87399
-1.08706	-3.17806	-4.50854	-2.07357
-1.09818	-3.32499	-4.42598	-2.26625
-1.01136	-3.73458	-4.33744	-2.45178
-1.1374	-3.62898	-4.24359	-2.62995
-1.02268	-3.36036	-4.1451	-2.80059
-0.817671	-3.90607	-4.04263	-2.96359
-0.896403	-3.52707	-3.93685	-3.11888
-0.811291	-4.46253	-3.82841	-3.26644
-0.873715	-3.6416	-3.71795	-3.40627
-0.649394	-4.37258	-3.60609	-3.53844
-0.863881	-4.51971	-3.49344	-3.66302
-0.571149	-3.78208	-3.38059	-3.78014
-0.386825	-3.93579	-3.26812	-3.88995
-0.426627	-3.98059	-3.15656	-3.99261
-0.47999	-4.63756	-3.04644	-4.08832
-0.227836	-4.26764	-2.93825	-4.1773
-0.273556	-4.03476	-2.83246	-4.25977
-0.23788	-4.69204	-2.72952	-4.33598
0.0118243	-5.03235	-2.62984	-4.40617
-0.0191914	-4.99087	-2.53381	-4.47061
0.0932167	-4.45528	-2.44179	-4.52955
0.239496	-4.32145	-2.35412	-4.58326
0.343068	-4.41864	-2.27111	-4.63198
0.482392	-4.43338	-2.19304	-4.67598
0.332632	-4.08923	-2.12017	-4.71549
0.563447	-4.72866	-2.05273	-4.75075
0.746777	-4.698	-1.99093	-4.78198
0.687342	-4.28908	-1.93498	-4.80939
1.09288	-4.50888	-1.88502	-4.83316
0.884393	-4.10903	-1.8412	-4.85347
1.33054	-4.10118	-1.80365	-4.87047
1.07421	-4.02799	-1.77248	-4.8843
1.39596	-3.34603	-1.74777	-4.89507
1.45814	-3.76166	-1.72958	-4.90286
1.25914	-3.11155	-1.71797	-4.90774
1.7995	-3.13881	-1.71297	-4.90976
1.56887	-2.54708	-1.71458	-4.90893
1.81763	-2.62269	-1.72281	-4.90525
1.51902	-1.81001	-1.73763	-4.89868
1.6942	-1.71308	-1.75899	-4.88918
1.14212	-1.04818	-1.78686	-4.87666
0.851604	-0.574129	-1.82113	-4.86104
0.680452	-0.372425	-1.86173	-4.84218
-0.33161	0.148984	-1.90853	-4.81994
-0.837118	0.241324	-1.9614	-4.79417
-1.04644	0.232741	-2.02019	-4.76468
-1.75456	0.0655186	-2.08471	-4.73127
-1.77428	-0.0860107	-2.15477	-4.69374
-2.50531	-0.0641468	-2.23014	-4.65185
-3.274	-0.446731	-2.31058	-4.60536
-3.14327	-0.845874	-2.39581	-4.55404
-4.02362	-1.15811	-2.48555	-4.49762
-3.68214	-1.14488	-2.57946	-4.43585
-3.97825	-1.49007	-2.6772	-4.36847
-3.80414	-1.71589	-2.7784	-4.29523
-3.90939	-2.05734	-2.88265	-4.21586
-4.12826	-2.13006	-2.98953	-4.13012
-4.0493	-2.29295	-3.09857	-4.03778
-3.72835	-2.18603	-3.2093	-3.93862
-3.84248	-2.15364	-3.32121	-3.83242
-3.974	-2.50262	-3.43377	-3.71901
-3.81802	-2.33315	-3.54643	-3.59823
-3.95667	-2.58698	-3.6586	-3.46994
-4.37157	-2.60415	-3.76969	-3.33404
-4.22549	-2.77433	-3.87907	-3.19046
-4.30896	-2.70274	-3.98613	-3.03916
-4.07263	-2.7324	-4.09021	-2.88015
-4.09628	-2.67585	-4.19066	-2.71349
-3.75282	-2.47727	-4.28682	-2.53924
-4.43538	-2.85845	-4.37802	-2.35756
-3.75964	-2.41707	-4.4636	-2.16863
-4.27633	-2.62652	-4.54289	-1.97267
-3.66713	-2.22203	-4.61524	-1.76997
-4.38307	-2.66355	-4.68001	-1.56086
-3.86383	-2.47229	-4.73658	-1.34573
-3.9808	-2.47063	-4.78436	-1.125
-3.69656	-2.1703	-4.82275	-0.899159
-3.8636	-2.06048	-4.85124	-0.668734
-3.67337	-2.14168	-4.8693	-0.434301
-3.85433	-2.47241	-4.87646	-0.196479
-3.70966	-1.92088	-4.87232	0.0440703
-3.5711	-1.79211	-4.85648	0.286648
-3.80917	-2.00132	-4.82864	0.530522
-3.78947	-1.82982	-4.78851	0.774927
-3.33029	-1.4872	-4.73591	1.01907
-3.4456	-1.29759	-4.67066	1.26215
-3.42589	-1.6318	-4.59271	1.50334
-3.26179	-1.28622	-4.50202	1.74179
-3.09985	-1.22522	-4.39865	1.97666
-2.62916	-0.887837	-4.2827	2.20712
-3.12227	-1.08392	-4.15437	2.43232
-2.71163	-1.04219	-4.01391	2.65145
-2.23683	-0.799814	-3.86163	2.8637
-2.8334	-0.8475	-3.69792	3.06828
-2.54349	-0.694785	-3.52321	3.26445
-2.20558	-0.537942	-3.33801	3.45149
-1.85679	-0.538107	-3.14289	3.62873
-1.83559	-0.448165	-2.93846	3.79553
-1.77854	-0.358805	-2.72537	3.95132
-1.87891	-0.400311	-2.50435	4.09557
-1.8636	-0.488587	-2.27613	4.22781
-1.61019	-0.274858	-2.04149	4.34764
-0.831936	-0.137329	-1.80125	4.45471
-0.588325	-0.0854238	-1.55623	4.54875
-0.427933	-0.0489936	-1.30729	4.62954
-0.450437	-0.0587068	-1.05529	4.69696
-0.495723	-0.0320567	-0.80109	4.75091
-0.422811	-0.0212428	-0.545553	4.79141
0.248991	0.0206266	-0.289538	4.81852
0.16122	0.00993838	-0.0338883	4.83238
0.611632	-0.000796547	0.220572	4.83317
0.73031	-0.00371045	0.473041	4.82116
0.525229	-0.00747008	0.722748	4.79667
0.377876	-0.0379109	0.968955	4.76007
0.674536	0.0143504	1.21096	4.71181
1.05958	-0.0735247	1.44811	4.65235
0.85269	-0.0745424	1.67979	4.58223
1.59728	-0.183486	1.90543	4.502
1.42163	-0.202732	2.12452	4.41227
1.61941	-0.198375	2.3366	4.31367
1.68711	-0.250016	2.54127	4.20686
1.61663	-0.287012	2.73817	4.09251
1.93426	-0.393783	2.92701	3.97132
2.43726	-0.523191	3.10754	3.84401
2.60408	-0.504448	3.27959	3.71127
1.88518	-0.515939	3.44302	3.57383
2.22297	-0.611783	3.59775	3.4324
2.46726	-0.621675	3.74376	3.28768
2.84323	-0.857561	3.88106	3.14038
3.27548	-1.16654	4.00974	2.99118
2.49826	-1.04414	4.12989	2.84074
2.77864	-0.989596	4.24166	2.68971
2.37425	-1.07286	4.34526	2.53871
3.07511	-1.45194	4.4409	2.38835
2.57519	-1.1271	4.52884	2.23919
2.56219	-1.12919	4.60937	2.09179
2.89795	-1.59268	4.68278	1.94666
3.0669	-1.42858	4.7494	1.80429
3.57973	-1.71946	4.80959	1.66514
2.85167	-1.6514	4.86368	1.52964
3.1485	-1.8742	4.91205	1.39818
3.11847	-1.89933	4.95507	1.27113
3.10507	-2.04221	4.99311	1.14883
2.94459	-1.94953	5.02655	1.03159
3.35191	-2.56855	5.05576	0.919692
2.77629	-1.81674	5.0811	0.813394
3.03176	-2.29528	5.10293	0.712926
2.5812	-2.07829	5.12159	0.618496
2.87229	-2.40081	5.13741	0.530288
2.54515	-2.33694	5.15071	0.448467
2.4803	-2.26851	5.16179	0.373177
2.44458	-2.44398	5.17092	0.304546
3.26438	-3.02385	5.17836	0.242681
2.61391	-2.65822	5.18435	0.187679
1.92472	-2.1815	5.1891	0.139618
2.34985	-2.38552	5.19278	0.0985664
2.13086	-2.39196	5.19557	0.0645787
2.1259	-2.41277	5.19759	0.0376992
1.73275	-2.43331	5.19896	0.0179617
1.56592	-2.29625	5.19975	0.00539029
1.34054	-1.99761	5.2	-7.85E-15

